OrderDetailKey,OrderHeaderKey,CustomerKey,ProductKey,FacilityKey,TransactionDate,BillDate,,,,
7501,733,11,244,1,2/14/2024,7/2/2024,,,,
7502,722,17,545,3,2/14/2024,6/21/2024,,,,
7503,752,17,451,9,2/14/2024,7/22/2024,,,,
7504,919,5,987,4,2/14/2024,1/7/2025,,,,
7505,822,12,238,2,2/14/2024,10/1/2024,,,,
7506,822,13,161,3,2/14/2024,10/1/2024,,,,
7507,897,19,855,2,2/14/2024,12/15/2024,,,,
7508,755,5,819,8,2/14/2024,7/25/2024,,,,
7509,695,4,464,10,2/14/2024,5/24/2024,,,,
7510,861,9,854,3,2/14/2024,11/9/2024,,,,
7511,906,4,927,2,2/14/2024,12/24/2024,,,,
7512,854,15,47,9,2/14/2024,11/2/2024,,,,
7513,894,19,962,9,2/14/2024,12/12/2024,,,,
7514,794,3,282,1,2/14/2024,9/3/2024,,,,
7515,856,9,882,10,2/14/2024,11/4/2024,,,,
7516,920,4,924,8,2/14/2024,1/8/2025,,,,
7517,901,6,866,9,2/14/2024,12/19/2024,,,,
7518,815,18,455,1,2/14/2024,9/24/2024,,,,
7519,902,8,258,9,2/14/2024,12/20/2024,,,,
7520,826,12,224,5,2/14/2024,10/5/2024,,,,
7521,964,8,670,2,2/14/2024,2/22/2025,,,,
7522,886,11,560,3,2/14/2024,12/4/2024,,,,
7523,887,7,455,4,2/14/2024,12/5/2024,,,,
7524,873,5,648,1,2/14/2024,11/21/2024,,,,
7525,876,10,208,7,2/14/2024,11/24/2024,,,,
7526,876,5,698,3,2/14/2024,11/24/2024,,,,
7527,734,4,853,5,2/14/2024,7/3/2024,,,,
7528,894,19,897,7,2/14/2024,12/12/2024,,,,
7529,970,13,147,1,2/14/2024,2/28/2025,,,,
7530,868,9,848,6,2/14/2024,11/16/2024,,,,
7531,756,20,706,8,2/14/2024,7/26/2024,,,,
7532,657,11,128,1,2/14/2024,4/15/2024,,,,
7533,888,16,171,9,2/14/2024,12/6/2024,,,,
7534,719,10,69,6,2/14/2024,6/18/2024,,,,
7535,810,7,991,9,2/14/2024,9/19/2024,,,,
7536,842,17,301,6,2/14/2024,10/21/2024,,,,
7537,885,6,269,4,2/14/2024,12/3/2024,,,,
7538,743,13,399,8,2/14/2024,7/12/2024,,,,
7539,965,16,863,3,2/14/2024,2/23/2025,,,,
7540,843,11,300,4,2/14/2024,10/22/2024,,,,
7541,773,10,247,7,2/14/2024,8/12/2024,,,,
7542,676,20,213,2,2/14/2024,5/5/2024,,,,
7543,879,20,546,9,2/14/2024,11/27/2024,,,,
7544,773,10,295,3,2/14/2024,8/12/2024,,,,
7545,678,16,584,8,2/14/2024,5/7/2024,,,,
7546,766,11,997,1,2/14/2024,8/5/2024,,,,
7547,703,14,43,9,2/14/2024,6/2/2024,,,,
7548,698,15,707,6,2/14/2024,5/28/2024,,,,
7549,766,15,188,7,2/14/2024,8/5/2024,,,,
7550,718,3,348,9,2/14/2024,6/17/2024,,,,
7551,752,16,982,3,2/14/2024,7/22/2024,,,,
7552,811,1,550,4,2/14/2024,9/20/2024,,,,
7553,811,13,556,6,2/14/2024,9/20/2024,,,,
7554,776,9,372,5,2/14/2024,8/15/2024,,,,
7555,821,8,154,10,2/14/2024,9/30/2024,,,,
7556,836,1,55,2,2/14/2024,10/15/2024,,,,
7557,726,12,126,6,2/14/2024,6/25/2024,,,,
7558,722,17,533,7,2/14/2024,6/21/2024,,,,
7559,849,9,189,10,2/14/2024,10/28/2024,,,,
7560,745,5,319,3,2/14/2024,7/15/2024,,,,
7561,807,9,967,10,2/14/2024,9/16/2024,,,,
7562,871,4,899,3,2/14/2024,11/19/2024,,,,
7563,867,1,827,3,2/14/2024,11/15/2024,,,,
7564,812,14,737,7,2/14/2024,9/21/2024,,,,
7565,686,7,720,1,2/14/2024,5/15/2024,,,,
7566,757,16,409,9,2/14/2024,7/27/2024,,,,
7567,836,3,329,6,2/14/2024,10/15/2024,,,,
7568,811,8,989,4,2/14/2024,9/20/2024,,,,
7569,787,13,672,2,2/14/2024,8/27/2024,,,,
7570,832,16,930,9,2/14/2024,10/11/2024,,,,
7571,718,6,980,8,2/14/2024,6/17/2024,,,,
7572,782,4,770,1,2/14/2024,8/21/2024,,,,
7573,836,6,371,2,2/14/2024,10/15/2024,,,,
7574,782,16,211,9,2/14/2024,8/21/2024,,,,
7575,867,17,713,7,2/14/2024,11/15/2024,,,,
7576,756,11,4,8,2/14/2024,7/26/2024,,,,
7577,806,12,635,10,2/14/2024,9/15/2024,,,,
7578,846,9,306,9,2/14/2024,10/25/2024,,,,
7579,670,16,314,7,2/14/2024,4/29/2024,,,,
7580,797,3,246,7,2/14/2024,9/6/2024,,,,
7581,756,4,397,3,2/14/2024,7/26/2024,,,,
7582,728,13,227,7,2/14/2024,6/27/2024,,,,
7583,671,2,158,5,2/14/2024,4/30/2024,,,,
7584,753,15,379,2,2/14/2024,7/23/2024,,,,
7585,637,3,908,1,2/14/2024,3/26/2024,,,,
7586,734,14,25,6,2/14/2024,7/3/2024,,,,
7587,743,6,568,5,2/14/2024,7/12/2024,,,,
7588,665,1,74,2,2/14/2024,4/24/2024,,,,
7589,637,15,575,5,2/14/2024,3/26/2024,,,,
7590,629,16,481,7,2/14/2024,3/18/2024,,,,
7591,637,16,784,6,2/14/2024,3/26/2024,,,,
7592,790,3,521,2,2/14/2024,8/30/2024,,,,
7593,670,9,890,1,2/14/2024,4/29/2024,,,,
7594,626,7,695,4,2/14/2024,3/15/2024,,,,
7595,670,2,930,6,2/14/2024,4/29/2024,,,,
7596,644,1,345,8,2/14/2024,4/2/2024,,,,
7597,652,7,725,7,2/14/2024,4/10/2024,,,,
7598,808,17,685,7,2/14/2024,9/17/2024,,,,
7599,705,11,243,5,2/14/2024,6/4/2024,,,,
7600,856,15,569,8,2/14/2024,11/4/2024,,,,
7601,700,13,566,2,2/14/2024,5/30/2024,,,,
7602,713,19,529,8,2/14/2024,6/12/2024,,,,
7603,787,14,580,2,2/14/2024,8/27/2024,,,,
7604,872,12,334,7,2/14/2024,11/20/2024,,,,
7605,877,15,60,1,2/14/2024,11/25/2024,,,,
7606,698,15,637,6,2/14/2024,5/28/2024,,,,
7607,752,13,988,7,2/15/2024,7/22/2024,,,,
7608,895,10,812,10,2/15/2024,12/13/2024,,,,
7609,771,6,96,5,2/15/2024,8/10/2024,,,,
7610,657,18,674,10,2/15/2024,4/15/2024,,,,
7611,657,14,847,10,2/15/2024,4/15/2024,,,,
7612,744,2,357,3,2/15/2024,7/13/2024,,,,
7613,740,12,283,9,2/15/2024,7/9/2024,,,,
7614,714,7,618,4,2/15/2024,6/13/2024,,,,
7615,714,5,133,10,2/15/2024,6/13/2024,,,,
7616,741,18,974,1,2/15/2024,7/10/2024,,,,
7617,657,6,939,10,2/15/2024,4/15/2024,,,,
7618,657,2,36,5,2/15/2024,4/15/2024,,,,
7619,871,19,387,1,2/15/2024,11/19/2024,,,,
7620,877,11,902,2,2/15/2024,11/25/2024,,,,
7621,900,7,79,1,2/15/2024,12/18/2024,,,,
7622,658,11,750,9,2/15/2024,4/16/2024,,,,
7623,900,9,931,10,2/15/2024,12/18/2024,,,,
7624,714,15,61,9,2/15/2024,6/13/2024,,,,
7625,722,15,375,3,2/15/2024,6/21/2024,,,,
7626,716,4,554,6,2/15/2024,6/15/2024,,,,
7627,691,8,27,7,2/15/2024,5/20/2024,,,,
7628,785,12,84,1,2/15/2024,8/25/2024,,,,
7629,691,11,951,6,2/15/2024,5/20/2024,,,,
7630,711,6,339,3,2/15/2024,6/10/2024,,,,
7631,729,15,871,7,2/15/2024,6/28/2024,,,,
7632,715,15,324,7,2/15/2024,6/14/2024,,,,
7633,711,15,693,8,2/15/2024,6/10/2024,,,,
7634,852,15,204,7,2/15/2024,10/31/2024,,,,
7635,694,19,389,6,2/15/2024,5/23/2024,,,,
7636,808,11,187,1,2/15/2024,9/17/2024,,,,
7637,804,3,839,9,2/15/2024,9/13/2024,,,,
7638,743,1,70,6,2/15/2024,7/12/2024,,,,
7639,747,3,787,6,2/15/2024,7/17/2024,,,,
7640,743,17,935,3,2/15/2024,7/12/2024,,,,
7641,837,13,298,6,2/15/2024,10/16/2024,,,,
7642,943,13,577,2,2/15/2024,1/31/2025,,,,
7643,911,12,563,7,2/15/2024,12/29/2024,,,,
7644,811,9,894,5,2/15/2024,9/20/2024,,,,
7645,689,20,821,4,2/15/2024,5/18/2024,,,,
7646,708,5,687,3,2/15/2024,6/7/2024,,,,
7647,807,3,224,5,2/15/2024,9/16/2024,,,,
7648,972,20,59,1,2/15/2024,3/2/2025,,,,
7649,823,18,715,3,2/15/2024,10/2/2024,,,,
7650,751,12,875,5,2/15/2024,7/21/2024,,,,
7651,752,12,871,8,2/15/2024,7/22/2024,,,,
7652,748,11,59,5,2/15/2024,7/18/2024,,,,
7653,802,3,749,1,2/15/2024,9/11/2024,,,,
7654,803,4,737,1,2/15/2024,9/12/2024,,,,
7655,780,9,344,1,2/15/2024,8/19/2024,,,,
7656,714,9,687,4,2/15/2024,6/13/2024,,,,
7657,831,20,311,5,2/15/2024,10/10/2024,,,,
7658,805,14,677,8,2/15/2024,9/14/2024,,,,
7659,842,7,470,7,2/15/2024,10/21/2024,,,,
7660,752,19,192,8,2/15/2024,7/22/2024,,,,
7661,749,4,677,10,2/16/2024,7/19/2024,,,,
7662,721,14,9,7,2/16/2024,6/20/2024,,,,
7663,692,20,812,9,2/16/2024,5/21/2024,,,,
7664,897,15,781,10,2/16/2024,12/15/2024,,,,
7665,692,3,80,10,2/16/2024,5/21/2024,,,,
7666,820,3,478,8,2/16/2024,9/29/2024,,,,
7667,820,12,417,4,2/16/2024,9/29/2024,,,,
7668,824,19,928,8,2/16/2024,10/3/2024,,,,
7669,793,17,439,7,2/16/2024,9/2/2024,,,,
7670,638,14,598,7,2/16/2024,3/27/2024,,,,
7671,692,8,745,8,2/16/2024,5/21/2024,,,,
7672,692,3,190,1,2/16/2024,5/21/2024,,,,
7673,1004,8,403,3,2/16/2024,4/11/2025,,,,
7674,807,16,637,5,2/16/2024,9/16/2024,,,,
7675,802,15,61,6,2/16/2024,9/11/2024,,,,
7676,745,11,339,5,2/16/2024,7/15/2024,,,,
7677,775,1,223,5,2/16/2024,8/14/2024,,,,
7678,877,11,662,5,2/16/2024,11/25/2024,,,,
7679,887,6,457,7,2/16/2024,12/5/2024,,,,
7680,722,19,121,9,2/16/2024,6/21/2024,,,,
7681,691,10,699,7,2/16/2024,5/20/2024,,,,
7682,766,5,705,9,2/16/2024,8/5/2024,,,,
7683,733,18,705,2,2/16/2024,7/2/2024,,,,
7684,837,18,183,6,2/16/2024,10/16/2024,,,,
7685,691,16,980,4,2/16/2024,5/20/2024,,,,
7686,799,7,174,3,2/16/2024,9/8/2024,,,,
7687,725,17,671,8,2/16/2024,6/24/2024,,,,
7688,771,3,345,5,2/16/2024,8/10/2024,,,,
7689,783,12,296,6,2/16/2024,8/22/2024,,,,
7690,661,2,468,7,2/16/2024,4/19/2024,,,,
7691,664,4,164,5,2/16/2024,4/23/2024,,,,
7692,902,18,396,1,2/16/2024,12/20/2024,,,,
7693,694,13,984,6,2/16/2024,5/23/2024,,,,
7694,768,17,620,1,2/16/2024,8/7/2024,,,,
7695,800,9,637,3,2/16/2024,9/9/2024,,,,
7696,854,5,87,10,2/16/2024,11/2/2024,,,,
7697,842,16,480,4,2/16/2024,10/21/2024,,,,
7698,873,8,321,6,2/16/2024,11/21/2024,,,,
7699,1030,16,472,2,2/16/2024,5/15/2025,,,,
7700,1034,20,542,1,2/16/2024,5/21/2025,,,,
7701,853,20,420,9,2/16/2024,11/1/2024,,,,
7702,821,7,886,3,2/16/2024,9/30/2024,,,,
7703,752,10,411,3,2/16/2024,7/22/2024,,,,
7704,898,6,907,8,2/16/2024,12/16/2024,,,,
7705,870,16,39,9,2/16/2024,11/18/2024,,,,
7706,850,8,136,10,2/16/2024,10/29/2024,,,,
7707,815,1,634,8,2/16/2024,9/24/2024,,,,
7708,896,5,45,5,2/16/2024,12/14/2024,,,,
7709,908,12,759,6,2/16/2024,12/26/2024,,,,
7710,908,11,793,9,2/16/2024,12/26/2024,,,,
7711,721,13,589,10,2/16/2024,6/20/2024,,,,
7712,719,8,87,9,2/16/2024,6/18/2024,,,,
7713,863,12,517,8,2/16/2024,11/11/2024,,,,
7714,863,11,552,3,2/16/2024,11/11/2024,,,,
7715,770,8,68,3,2/16/2024,8/9/2024,,,,
7716,706,6,264,6,2/16/2024,6/5/2024,,,,
7717,807,15,280,10,2/16/2024,9/16/2024,,,,
7718,849,7,169,8,2/16/2024,10/28/2024,,,,
7719,714,13,412,9,2/16/2024,6/13/2024,,,,
7720,696,7,300,6,2/16/2024,5/26/2024,,,,
7721,824,19,720,1,2/16/2024,10/3/2024,,,,
7722,984,10,29,1,2/16/2024,3/16/2025,,,,
7723,984,7,428,3,2/16/2024,3/16/2025,,,,
7724,959,4,540,6,2/16/2024,2/16/2025,,,,
7725,959,6,338,9,2/16/2024,2/16/2025,,,,
7726,678,3,572,7,2/16/2024,5/7/2024,,,,
7727,697,18,809,1,2/16/2024,5/27/2024,,,,
7728,714,17,526,2,2/16/2024,6/13/2024,,,,
7729,726,16,317,1,2/16/2024,6/25/2024,,,,
7730,709,9,923,10,2/16/2024,6/8/2024,,,,
7731,666,2,925,10,2/16/2024,4/25/2024,,,,
7732,666,12,575,5,2/16/2024,4/25/2024,,,,
7733,774,8,348,9,2/16/2024,8/13/2024,,,,
7734,627,17,978,2,2/16/2024,3/16/2024,,,,
7735,992,10,759,4,2/18/2024,3/25/2025,,,,
7736,708,10,745,5,2/18/2024,6/7/2024,,,,
7737,709,13,36,9,2/18/2024,6/8/2024,,,,
7738,773,16,848,7,2/18/2024,8/12/2024,,,,
7739,684,8,748,8,2/18/2024,5/13/2024,,,,
7740,837,20,205,7,2/18/2024,10/16/2024,,,,
7741,626,15,558,4,2/18/2024,3/15/2024,,,,
7742,663,15,3,5,2/18/2024,4/22/2024,,,,
7743,675,16,85,9,2/18/2024,5/4/2024,,,,
7744,691,8,849,4,2/19/2024,5/20/2024,,,,
7745,698,12,117,6,2/19/2024,5/28/2024,,,,
7746,777,5,146,10,2/19/2024,8/16/2024,,,,
7747,657,10,505,7,2/19/2024,4/15/2024,,,,
7748,699,16,373,3,2/19/2024,5/29/2024,,,,
7749,804,9,466,4,2/19/2024,9/13/2024,,,,
7750,718,14,449,10,2/19/2024,6/17/2024,,,,
7751,799,11,406,5,2/19/2024,9/8/2024,,,,
7752,769,17,923,7,2/19/2024,8/8/2024,,,,
7753,796,20,137,8,2/19/2024,9/5/2024,,,,
7754,811,19,587,6,2/19/2024,9/20/2024,,,,
7755,796,13,364,7,2/19/2024,9/5/2024,,,,
7756,816,2,933,9,2/19/2024,9/25/2024,,,,
7757,981,9,794,3,2/19/2024,3/12/2025,,,,
7758,892,3,13,6,2/19/2024,12/10/2024,,,,
7759,767,3,991,4,2/19/2024,8/6/2024,,,,
7760,820,12,822,5,2/19/2024,9/29/2024,,,,
7761,804,5,257,3,2/19/2024,9/13/2024,,,,
7762,719,5,159,4,2/19/2024,6/18/2024,,,,
7763,708,2,196,5,2/19/2024,6/7/2024,,,,
7764,887,11,950,4,2/19/2024,12/5/2024,,,,
7765,873,19,527,1,2/19/2024,11/21/2024,,,,
7766,652,14,914,4,2/19/2024,4/10/2024,,,,
7767,875,4,652,10,2/19/2024,11/23/2024,,,,
7768,1010,5,106,2,2/19/2024,4/20/2025,,,,
7769,991,15,660,4,2/19/2024,3/24/2025,,,,
7770,844,15,703,10,2/19/2024,10/23/2024,,,,
7771,849,13,625,2,2/19/2024,10/28/2024,,,,
7772,1018,10,392,5,2/19/2024,5/1/2025,,,,
7773,807,15,914,8,2/19/2024,9/16/2024,,,,
7774,809,17,751,3,2/19/2024,9/18/2024,,,,
7775,796,19,202,6,2/19/2024,9/5/2024,,,,
7776,713,16,317,7,2/19/2024,6/12/2024,,,,
7777,689,8,946,7,2/19/2024,5/18/2024,,,,
7778,781,4,745,4,2/19/2024,8/20/2024,,,,
7779,807,5,534,9,2/19/2024,9/16/2024,,,,
7780,664,5,652,8,2/19/2024,4/23/2024,,,,
7781,711,19,65,4,2/19/2024,6/10/2024,,,,
7782,745,14,24,4,2/20/2024,7/15/2024,,,,
7783,867,4,511,1,2/20/2024,11/15/2024,,,,
7784,721,16,81,4,2/20/2024,6/20/2024,,,,
7785,887,6,90,6,2/20/2024,12/5/2024,,,,
7786,742,8,868,9,2/20/2024,7/11/2024,,,,
7787,704,12,696,7,2/20/2024,6/3/2024,,,,
7788,857,2,6,2,2/20/2024,11/5/2024,,,,
7789,811,7,254,10,2/20/2024,9/20/2024,,,,
7790,778,16,474,8,2/20/2024,8/17/2024,,,,
7791,871,3,367,10,2/20/2024,11/19/2024,,,,
7792,897,11,97,3,2/20/2024,12/15/2024,,,,
7793,811,2,158,6,2/20/2024,9/20/2024,,,,
7794,807,18,259,7,2/20/2024,9/16/2024,,,,
7795,780,7,554,9,2/20/2024,8/19/2024,,,,
7796,708,14,144,10,2/20/2024,6/7/2024,,,,
7797,841,18,428,7,2/20/2024,10/20/2024,,,,
7798,782,14,792,3,2/20/2024,8/21/2024,,,,
7799,719,9,104,7,2/20/2024,6/18/2024,,,,
7800,871,6,162,7,2/20/2024,11/19/2024,,,,
7801,846,8,525,7,2/20/2024,10/25/2024,,,,
7802,846,4,152,6,2/20/2024,10/25/2024,,,,
7803,719,5,418,3,2/20/2024,6/18/2024,,,,
7804,871,5,347,5,2/20/2024,11/19/2024,,,,
7805,782,20,421,2,2/20/2024,8/21/2024,,,,
7806,782,15,946,1,2/20/2024,8/21/2024,,,,
7807,844,2,102,2,2/20/2024,10/23/2024,,,,
7808,747,15,136,3,2/20/2024,7/17/2024,,,,
7809,694,8,621,3,2/20/2024,5/23/2024,,,,
7810,867,20,159,8,2/20/2024,11/15/2024,,,,
7811,877,3,773,10,2/20/2024,11/25/2024,,,,
7812,772,7,13,6,2/20/2024,8/11/2024,,,,
7813,679,19,73,6,2/20/2024,5/8/2024,,,,
7814,782,15,988,7,2/20/2024,8/21/2024,,,,
7815,871,3,489,3,2/20/2024,11/19/2024,,,,
7816,782,6,327,6,2/20/2024,8/21/2024,,,,
7817,831,12,521,8,2/20/2024,10/10/2024,,,,
7818,698,15,875,5,2/20/2024,5/28/2024,,,,
7819,837,11,954,5,2/20/2024,10/16/2024,,,,
7820,837,18,873,4,2/20/2024,10/16/2024,,,,
7821,885,9,997,4,2/20/2024,12/3/2024,,,,
7822,886,13,878,1,2/20/2024,12/4/2024,,,,
7823,873,20,463,6,2/20/2024,11/21/2024,,,,
7824,801,16,991,2,2/20/2024,9/10/2024,,,,
7825,884,3,937,4,2/20/2024,12/2/2024,,,,
7826,732,20,406,10,2/20/2024,7/1/2024,,,,
7827,893,15,287,2,2/20/2024,12/11/2024,,,,
7828,873,15,961,10,2/20/2024,11/21/2024,,,,
7829,793,19,993,9,2/20/2024,9/2/2024,,,,
7830,802,7,271,1,2/20/2024,9/11/2024,,,,
7831,802,19,944,2,2/20/2024,9/11/2024,,,,
7832,761,8,523,1,2/20/2024,7/31/2024,,,,
7833,746,16,968,1,2/20/2024,7/16/2024,,,,
7834,773,19,946,9,2/20/2024,8/12/2024,,,,
7835,802,6,892,6,2/20/2024,9/11/2024,,,,
7836,773,5,808,9,2/20/2024,8/12/2024,,,,
7837,681,10,327,3,2/20/2024,5/10/2024,,,,
7838,922,2,486,6,2/20/2024,1/10/2025,,,,
7839,867,9,241,10,2/20/2024,11/15/2024,,,,
7840,922,6,283,3,2/20/2024,1/10/2025,,,,
7841,1003,12,916,3,2/20/2024,4/10/2025,,,,
7842,780,10,605,4,2/20/2024,8/19/2024,,,,
7843,922,1,512,3,2/20/2024,1/10/2025,,,,
7844,787,3,844,9,2/20/2024,8/27/2024,,,,
7845,846,14,121,9,2/20/2024,10/25/2024,,,,
7846,837,18,750,5,2/20/2024,10/16/2024,,,,
7847,690,6,194,9,2/20/2024,5/19/2024,,,,
7848,842,15,934,10,2/21/2024,10/21/2024,,,,
7849,811,12,685,9,2/21/2024,9/20/2024,,,,
7850,830,12,440,7,2/21/2024,10/9/2024,,,,
7851,864,16,219,10,2/21/2024,11/12/2024,,,,
7852,867,17,39,3,2/21/2024,11/15/2024,,,,
7853,870,5,398,5,2/21/2024,11/18/2024,,,,
7854,782,2,247,7,2/21/2024,8/21/2024,,,,
7855,807,14,953,10,2/21/2024,9/16/2024,,,,
7856,829,7,949,5,2/21/2024,10/8/2024,,,,
7857,671,19,369,4,2/21/2024,4/30/2024,,,,
7858,843,4,838,2,2/21/2024,10/22/2024,,,,
7859,808,6,36,9,2/21/2024,9/17/2024,,,,
7860,858,5,290,9,2/21/2024,11/6/2024,,,,
7861,925,20,524,1,2/21/2024,1/13/2025,,,,
7862,863,19,498,5,2/21/2024,11/11/2024,,,,
7863,796,3,811,5,2/21/2024,9/5/2024,,,,
7864,790,7,369,1,2/21/2024,8/30/2024,,,,
7865,1003,12,161,1,2/21/2024,4/10/2025,,,,
7866,695,12,185,7,2/21/2024,5/24/2024,,,,
7867,794,17,660,9,2/21/2024,9/3/2024,,,,
7868,747,9,979,6,2/21/2024,7/17/2024,,,,
7869,838,10,92,7,2/21/2024,10/17/2024,,,,
7870,838,16,94,9,2/21/2024,10/17/2024,,,,
7871,867,11,177,4,2/21/2024,11/15/2024,,,,
7872,770,10,283,7,2/21/2024,8/9/2024,,,,
7873,818,17,874,2,2/21/2024,9/27/2024,,,,
7874,867,2,273,9,2/21/2024,11/15/2024,,,,
7875,735,6,965,3,2/21/2024,7/4/2024,,,,
7876,776,5,402,6,2/21/2024,8/15/2024,,,,
7877,761,8,1000,2,2/21/2024,7/31/2024,,,,
7878,735,19,792,8,2/21/2024,7/4/2024,,,,
7879,883,16,524,10,2/21/2024,12/1/2024,,,,
7880,908,4,520,4,2/21/2024,12/26/2024,,,,
7881,938,19,778,3,2/21/2024,1/26/2025,,,,
7882,698,7,841,10,2/21/2024,5/28/2024,,,,
7883,745,19,724,3,2/21/2024,7/15/2024,,,,
7884,701,4,625,2,2/21/2024,5/31/2024,,,,
7885,700,7,114,7,2/21/2024,5/30/2024,,,,
7886,701,19,647,2,2/21/2024,5/31/2024,,,,
7887,670,7,48,6,2/21/2024,4/29/2024,,,,
7888,670,10,344,8,2/21/2024,4/29/2024,,,,
7889,776,5,614,8,2/21/2024,8/15/2024,,,,
7890,874,17,231,10,2/21/2024,11/22/2024,,,,
7891,779,2,44,1,2/21/2024,8/18/2024,,,,
7892,829,12,241,1,2/21/2024,10/8/2024,,,,
7893,755,5,567,1,2/21/2024,7/25/2024,,,,
7894,871,6,832,5,2/21/2024,11/19/2024,,,,
7895,811,10,811,7,2/21/2024,9/20/2024,,,,
7896,893,20,341,8,2/21/2024,12/11/2024,,,,
7897,817,2,677,5,2/21/2024,9/26/2024,,,,
7898,871,13,41,6,2/21/2024,11/19/2024,,,,
7899,811,19,91,3,2/21/2024,9/20/2024,,,,
7900,811,6,739,5,2/21/2024,9/20/2024,,,,
7901,863,15,148,7,2/21/2024,11/11/2024,,,,
7902,894,16,97,5,2/21/2024,12/12/2024,,,,
7903,898,6,676,5,2/21/2024,12/16/2024,,,,
7904,858,18,394,9,2/21/2024,11/6/2024,,,,
7905,859,16,595,10,2/22/2024,11/7/2024,,,,
7906,780,12,900,7,2/22/2024,8/19/2024,,,,
7907,884,5,410,10,2/22/2024,12/2/2024,,,,
7908,793,10,90,7,2/22/2024,9/2/2024,,,,
7909,936,6,758,7,2/22/2024,1/24/2025,,,,
7910,745,6,186,3,2/22/2024,7/15/2024,,,,
7911,865,17,666,1,2/22/2024,11/13/2024,,,,
7912,688,2,760,2,2/22/2024,5/17/2024,,,,
7913,810,13,305,2,2/22/2024,9/19/2024,,,,
7914,810,11,857,8,2/22/2024,9/19/2024,,,,
7915,870,9,845,4,2/22/2024,11/18/2024,,,,
7916,810,19,731,1,2/22/2024,9/19/2024,,,,
7917,918,1,734,8,2/22/2024,1/6/2025,,,,
7918,770,7,240,5,2/22/2024,8/9/2024,,,,
7919,802,9,653,9,2/22/2024,9/11/2024,,,,
7920,910,18,987,2,2/22/2024,12/28/2024,,,,
7921,870,9,416,4,2/22/2024,11/18/2024,,,,
7922,773,7,202,10,2/22/2024,8/12/2024,,,,
7923,870,17,535,7,2/22/2024,11/18/2024,,,,
7924,894,4,389,6,2/22/2024,12/12/2024,,,,
7925,825,10,298,9,2/22/2024,10/4/2024,,,,
7926,895,16,107,7,2/22/2024,12/13/2024,,,,
7927,870,2,570,4,2/22/2024,11/18/2024,,,,
7928,970,6,43,10,2/22/2024,2/28/2025,,,,
7929,843,12,496,4,2/22/2024,10/22/2024,,,,
7930,814,2,335,5,2/22/2024,9/23/2024,,,,
7931,869,1,732,3,2/22/2024,11/17/2024,,,,
7932,935,3,188,3,2/22/2024,1/23/2025,,,,
7933,915,6,513,3,2/22/2024,1/3/2025,,,,
7934,685,11,73,6,2/22/2024,5/14/2024,,,,
7935,966,2,76,1,2/22/2024,2/24/2025,,,,
7936,801,6,661,9,2/22/2024,9/10/2024,,,,
7937,808,9,760,10,2/22/2024,9/17/2024,,,,
7938,813,11,442,1,2/22/2024,9/22/2024,,,,
7939,660,16,380,1,2/22/2024,4/18/2024,,,,
7940,657,16,880,1,2/22/2024,4/15/2024,,,,
7941,775,14,835,7,2/22/2024,8/14/2024,,,,
7942,844,10,269,5,2/22/2024,10/23/2024,,,,
7943,777,12,466,9,2/22/2024,8/16/2024,,,,
7944,773,18,967,5,2/23/2024,8/12/2024,,,,
7945,726,8,345,2,2/23/2024,6/25/2024,,,,
7946,747,4,78,6,2/23/2024,7/17/2024,,,,
7947,721,2,47,10,2/23/2024,6/20/2024,,,,
7948,718,6,923,9,2/23/2024,6/17/2024,,,,
7949,722,20,912,3,2/23/2024,6/21/2024,,,,
7950,688,18,773,4,2/23/2024,5/17/2024,,,,
7951,839,19,963,3,2/23/2024,10/18/2024,,,,
7952,902,16,998,4,2/23/2024,12/20/2024,,,,
7953,814,9,578,5,2/23/2024,9/23/2024,,,,
7954,787,11,684,4,2/23/2024,8/27/2024,,,,
7955,714,5,454,6,2/23/2024,6/13/2024,,,,
7956,781,5,390,5,2/23/2024,8/20/2024,,,,
7957,736,9,493,2,2/23/2024,7/5/2024,,,,
7958,748,10,892,9,2/23/2024,7/18/2024,,,,
7959,815,5,922,7,2/23/2024,9/24/2024,,,,
7960,711,15,735,10,2/23/2024,6/10/2024,,,,
7961,678,5,868,9,2/23/2024,5/7/2024,,,,
7962,741,12,694,6,2/23/2024,7/10/2024,,,,
7963,722,6,234,8,2/23/2024,6/21/2024,,,,
7964,811,8,312,10,2/23/2024,9/20/2024,,,,
7965,828,13,862,6,2/23/2024,10/7/2024,,,,
7966,836,8,501,8,2/23/2024,10/15/2024,,,,
7967,749,12,346,2,2/23/2024,7/19/2024,,,,
7968,754,16,328,2,2/23/2024,7/24/2024,,,,
7969,726,19,51,4,2/23/2024,6/25/2024,,,,
7970,748,14,773,7,2/23/2024,7/18/2024,,,,
7971,725,11,635,1,2/23/2024,6/24/2024,,,,
7972,885,13,295,6,2/23/2024,12/3/2024,,,,
7973,900,20,108,7,2/23/2024,12/18/2024,,,,
7974,787,1,40,6,2/23/2024,8/27/2024,,,,
7975,787,13,756,7,2/23/2024,8/27/2024,,,,
7976,748,13,511,9,2/23/2024,7/18/2024,,,,
7977,846,18,707,1,2/23/2024,10/25/2024,,,,
7978,715,15,747,2,2/23/2024,6/14/2024,,,,
7979,780,15,548,8,2/23/2024,8/19/2024,,,,
7980,816,7,22,1,2/23/2024,9/25/2024,,,,
