CashKey,OrderDetailsKey,DepositCheck,TransactionDate,CollectionPeriod,PaymentAmount
6548,9396,DNSCHECK412,11/24/2023,10/26/2023,1146.16
6549,917,DNSCHECK561,10/21/2023,9/26/2023,258.26
6550,4850,DNSCHECK657,1/10/2024,12/13/2023,97.26
6551,7475,DNSCHECK603,2/3/2024,1/11/2024,320.71
6552,209,DNSCHECK587,12/16/2023,11/25/2023,1041.19
6553,3232,DNSCHECK732,4/18/2024,3/25/2024,1248.14
6554,2714,DNSCHECK459,10/5/2024,9/15/2024,463.08
6555,4766,DNSCHECK640,4/19/2024,3/29/2024,450.31
6556,2377,DNSCHECK609,12/28/2023,12/2/2023,1326.34
6557,8397,DNSCHECK409,3/29/2024,3/2/2024,259.49
6558,4200,DNSCHECK483,9/1/2023,8/2/2023,277.37
6559,9645,DNSCHECK755,1/27/2024,1/6/2024,1640.92
6560,638,DNSCHECK738,2/20/2024,1/28/2024,517.64
6561,9690,DNSCHECK333,1/6/2024,12/10/2023,63.74
6562,8550,DNSCHECK643,12/7/2023,11/7/2023,915.98
6563,5859,DNSCHECK309,11/14/2023,10/25/2023,821.81
6564,4295,DNSCHECK701,3/18/2024,2/20/2024,5.89
6565,6020,DNSCHECK408,5/14/2024,4/17/2024,644.41
6566,4619,DNSCHECK364,6/15/2024,5/19/2024,555.7
6567,4748,DNSCHECK601,10/29/2024,9/30/2024,751.57
6568,3078,DNSCHECK551,1/13/2024,12/14/2023,1114.01
6569,6359,DNSCHECK481,10/11/2023,9/18/2023,690
6570,3747,DNSCHECK696,7/20/2024,6/24/2024,1046.48
6571,8436,DNSCHECK541,5/28/2024,5/6/2024,871.23
6572,7171,DNSCHECK426,3/20/2024,2/25/2024,70.7
6573,514,DNSCHECK579,3/12/2024,2/19/2024,359.07
6574,980,DNSCHECK615,1/5/2024,12/6/2023,1151.9
6575,2184,DNSCHECK608,2/22/2024,1/28/2024,606.2
6576,6446,DNSCHECK583,12/18/2023,11/28/2023,988.85
6577,1366,DNSCHECK476,3/14/2024,2/18/2024,1401.58
6578,1356,DNSCHECK787,12/12/2023,11/17/2023,968.73
6579,8227,DNSCHECK380,9/2/2023,8/12/2023,777.23
6580,7150,DNSCHECK329,11/30/2023,11/10/2023,1203.93
6581,9275,DNSCHECK662,3/18/2024,2/20/2024,58.21
6582,5008,DNSCHECK323,5/1/2024,4/2/2024,1617.32
6583,7889,DNSCHECK759,3/6/2024,2/11/2024,437.25
6584,4614,DNSCHECK360,8/16/2024,7/17/2024,425.53
6585,7970,DNSCHECK727,1/9/2024,12/10/2023,160.07
6586,401,DNSCHECK468,4/28/2024,3/30/2024,507.82
6587,2659,DNSCHECK314,5/2/2024,4/4/2024,209.55
6588,5000,DNSCHECK318,7/1/2024,6/9/2024,131.11
6589,5003,DNSCHECK514,10/11/2024,9/11/2024,16.2
6590,1619,DNSCHECK562,7/3/2024,6/13/2024,1106.96
6591,6199,DNSCHECK308,3/25/2024,2/27/2024,1037.2
6592,7901,DNSCHECK651,11/20/2023,10/30/2023,219.92
6593,5894,DNSCHECK380,12/25/2023,11/30/2023,942.39
6594,6894,DNSCHECK344,7/26/2024,6/26/2024,518.48
6595,5613,DNSCHECK499,3/14/2024,2/15/2024,1021.42
6596,1566,DNSCHECK511,6/19/2024,5/24/2024,423.94
6597,3374,DNSCHECK307,2/15/2024,1/23/2024,211.29
6598,9673,DNSCHECK392,6/18/2024,5/28/2024,681.27
6599,9165,DNSCHECK421,3/25/2024,2/27/2024,1605.36
6600,6726,DNSCHECK532,6/7/2024,5/16/2024,837.84
6601,7231,DNSCHECK683,2/24/2024,2/3/2024,417.73
6602,1907,DNSCHECK552,11/19/2023,10/28/2023,912.59
6603,3364,DNSCHECK321,3/28/2024,3/2/2024,709.76
6604,7173,DNSCHECK473,5/10/2024,4/12/2024,923.58
6605,3870,DNSCHECK550,5/10/2024,4/17/2024,875.29
6606,8880,DNSCHECK492,5/20/2024,4/26/2024,40.45
6607,9348,DNSCHECK648,1/28/2024,1/3/2024,22.03
6608,7759,DNSCHECK733,12/28/2023,12/4/2023,1319.52
6609,7100,DNSCHECK433,4/20/2024,3/21/2024,1129.04
6610,8442,DNSCHECK773,10/20/2023,9/26/2023,104.83
6611,9539,DNSCHECK512,6/10/2024,5/20/2024,1245.24
6612,7935,DNSCHECK509,12/14/2023,11/17/2023,578.46
6613,4430,DNSCHECK505,11/24/2023,10/27/2023,940.78
6614,2016,DNSCHECK536,5/27/2024,4/27/2024,159.13
6615,2025,DNSCHECK541,7/3/2024,6/6/2024,21.83
6616,6337,DNSCHECK395,1/16/2024,12/18/2023,300.54
6617,5239,DNSCHECK716,5/25/2024,4/26/2024,842.09
6618,2198,DNSCHECK520,2/26/2024,1/31/2024,963.89
6619,7619,DNSCHECK755,5/31/2024,5/5/2024,388.71
6620,5397,DNSCHECK608,3/17/2024,2/18/2024,66.45
6621,7763,DNSCHECK799,1/20/2024,12/25/2023,265.43
6622,7238,DNSCHECK440,5/3/2024,4/3/2024,702.53
6623,1199,DNSCHECK735,12/3/2023,11/4/2023,941.44
6624,7323,DNSCHECK563,3/11/2024,2/20/2024,322.58
6625,1969,DNSCHECK309,7/4/2024,6/7/2024,423.73
6626,5115,DNSCHECK401,8/22/2024,7/30/2024,579.97
6627,5100,DNSCHECK723,7/23/2024,7/3/2024,943.83
6628,3690,DNSCHECK455,11/14/2024,10/16/2024,1132.97
6629,2547,DNSCHECK642,2/20/2024,1/27/2024,896.9
6630,2763,DNSCHECK788,7/2/2024,6/2/2024,982.31
6631,8885,DNSCHECK797,5/20/2024,4/26/2024,765.92
6632,5185,DNSCHECK350,1/5/2024,12/12/2023,470.25
6633,2724,DNSCHECK694,11/11/2023,10/13/2023,368.23
6634,1295,DNSCHECK443,2/19/2024,1/26/2024,995.54
6635,6990,DNSCHECK782,8/24/2023,7/29/2023,402.64
6636,9345,DNSCHECK330,1/18/2024,12/25/2023,883.09
6637,5878,DNSCHECK655,11/15/2023,10/17/2023,7.4
6638,7609,DNSCHECK441,10/14/2023,9/24/2023,801.45
6639,8609,DNSCHECK772,11/27/2023,11/7/2023,310.93
6640,2045,DNSCHECK690,8/19/2023,7/21/2023,669.95
6641,4290,DNSCHECK728,5/17/2024,4/23/2024,902.86
6642,1054,DNSCHECK424,5/19/2024,4/25/2024,1089.24
6643,6537,DNSCHECK518,1/5/2025,12/12/2024,1109.03
6644,56,DNSCHECK723,2/23/2024,1/26/2024,126.14
6645,3397,DNSCHECK557,12/15/2023,11/23/2023,389.39
6646,7589,DNSCHECK519,2/16/2024,1/17/2024,764.55
6647,5260,DNSCHECK368,1/31/2024,1/4/2024,1233.44
6648,8513,DNSCHECK474,2/14/2024,1/20/2024,199.9
6649,8890,DNSCHECK605,7/28/2024,7/5/2024,1003.93
6650,7129,DNSCHECK343,1/4/2024,12/14/2023,535.91
6651,8705,DNSCHECK391,8/13/2023,7/21/2023,115.31
6652,5855,DNSCHECK494,12/11/2023,11/12/2023,137.36
6653,5965,DNSCHECK689,10/19/2023,9/23/2023,874.53
6654,2390,DNSCHECK450,1/26/2024,12/28/2023,828.09
6655,8147,DNSCHECK433,11/13/2023,10/16/2023,315.87
6656,4268,DNSCHECK438,2/29/2024,2/1/2024,1157.03
6657,5245,DNSCHECK515,11/11/2023,10/12/2023,162.46
6658,409,DNSCHECK626,7/4/2024,6/14/2024,273.39
6659,2278,DNSCHECK610,10/12/2023,9/19/2023,688.57
6660,9321,DNSCHECK529,4/11/2024,3/17/2024,66.57
6661,254,DNSCHECK582,9/30/2023,8/31/2023,197.49
6662,5537,DNSCHECK632,4/11/2024,3/14/2024,521.01
6663,9140,DNSCHECK380,12/11/2023,11/20/2023,69.48
6664,8102,DNSCHECK530,4/8/2024,3/18/2024,305.2
6665,8915,DNSCHECK634,1/13/2025,12/16/2024,246.06
6666,1142,DNSCHECK349,11/26/2023,10/28/2023,780.01
6667,9345,DNSCHECK340,11/28/2023,11/6/2023,154.32
6668,8236,DNSCHECK767,5/7/2024,4/11/2024,232.83
6669,258,DNSCHECK781,3/3/2024,2/3/2024,453.02
6670,551,DNSCHECK395,5/19/2024,4/21/2024,44.71
6671,4380,DNSCHECK538,4/30/2024,4/10/2024,689.08
6672,2583,DNSCHECK686,12/27/2023,12/4/2023,1025.39
6673,6701,DNSCHECK469,7/4/2024,6/7/2024,93.72
6674,5053,DNSCHECK628,9/13/2023,8/14/2023,97.56
6675,5179,DNSCHECK436,2/8/2024,1/10/2024,584.64
6676,8872,DNSCHECK332,11/17/2023,10/20/2023,1558.2
6677,3834,DNSCHECK458,6/21/2024,5/26/2024,589.1
6678,5921,DNSCHECK416,8/5/2024,7/11/2024,711.42
6679,4082,DNSCHECK609,1/15/2024,12/18/2023,876.47
6680,4542,DNSCHECK537,9/13/2023,8/24/2023,1309.12
6681,3997,DNSCHECK786,12/17/2023,11/17/2023,53.32
6682,65,DNSCHECK562,4/22/2024,4/2/2024,906.44
6683,3151,DNSCHECK488,1/18/2024,12/23/2023,545.77
6684,4847,DNSCHECK553,1/8/2024,12/13/2023,911.98
6685,3516,DNSCHECK684,5/28/2024,5/5/2024,1402.74
6686,5989,DNSCHECK421,5/28/2024,5/3/2024,153.59
6687,8807,DNSCHECK573,6/27/2024,6/3/2024,303.7
6688,7031,DNSCHECK631,4/24/2024,3/29/2024,34.66
6689,9472,DNSCHECK777,1/24/2024,12/30/2023,510.02
6690,5043,DNSCHECK340,2/11/2024,1/14/2024,441.46
6691,4042,DNSCHECK500,5/20/2024,4/21/2024,483.81
6692,8532,DNSCHECK516,2/19/2024,1/29/2024,813.44
6693,3193,DNSCHECK313,7/3/2024,6/11/2024,1311.88
6694,7080,DNSCHECK433,10/25/2023,10/5/2023,1122.25
6695,8162,DNSCHECK756,2/28/2024,1/31/2024,468.39
6696,7882,DNSCHECK779,3/22/2024,3/2/2024,636.1
6697,2501,DNSCHECK359,12/12/2023,11/13/2023,456.69
6698,8751,DNSCHECK650,2/27/2024,2/4/2024,257.46
6699,6329,DNSCHECK475,12/3/2024,11/11/2024,1593.5
6700,308,DNSCHECK474,11/23/2023,10/31/2023,55.55
6701,5533,DNSCHECK563,12/7/2023,11/11/2023,697.92
6702,3845,DNSCHECK410,8/25/2024,7/31/2024,794.64
6703,6648,DNSCHECK441,6/9/2024,5/13/2024,652.51
6704,917,DNSCHECK628,1/26/2024,1/4/2024,566.24
6705,9625,DNSCHECK322,2/24/2024,1/28/2024,509.45
6706,2731,DNSCHECK538,2/16/2024,1/18/2024,1170.4
6707,1924,DNSCHECK731,3/14/2024,2/20/2024,550.43
6708,8019,DNSCHECK461,4/22/2024,3/29/2024,835.95
6709,4901,DNSCHECK580,10/23/2023,10/3/2023,1489.83
6710,6372,DNSCHECK636,8/11/2024,7/15/2024,1489.84
6711,7055,DNSCHECK307,3/20/2024,2/26/2024,181.45
6712,4133,DNSCHECK785,3/17/2024,2/17/2024,64.34
6713,8971,DNSCHECK552,12/25/2023,11/29/2023,1236.94
6714,9308,DNSCHECK432,1/20/2024,12/24/2023,92.89
6715,1975,DNSCHECK567,5/7/2024,4/11/2024,813.34
6716,7598,DNSCHECK742,4/6/2024,3/12/2024,978.57
6717,7077,DNSCHECK561,4/5/2024,3/14/2024,442.19
6718,8775,DNSCHECK646,1/21/2024,12/25/2023,120.31
6719,2252,DNSCHECK734,12/12/2023,11/22/2023,909.47
6720,1032,DNSCHECK707,12/20/2023,11/27/2023,237.54
6721,715,DNSCHECK368,1/8/2024,12/12/2023,870.57
6722,6321,DNSCHECK435,2/23/2024,1/25/2024,76.52
6723,7242,DNSCHECK743,11/21/2023,10/24/2023,1660.7
6724,4752,DNSCHECK507,2/29/2024,2/2/2024,320.12
6725,8182,DNSCHECK385,7/22/2024,6/24/2024,490.34
6726,2643,DNSCHECK714,1/16/2024,12/23/2023,617.65
6727,7647,DNSCHECK379,2/8/2024,1/9/2024,1005.53
6728,4576,DNSCHECK488,11/6/2023,10/8/2023,178.32
6729,7775,DNSCHECK510,4/7/2024,3/14/2024,18
6730,3090,DNSCHECK479,5/29/2024,5/8/2024,786.99
6731,3409,DNSCHECK642,7/24/2024,6/28/2024,239.04
6732,9281,DNSCHECK659,5/14/2024,4/17/2024,277.28
6733,4829,DNSCHECK521,3/16/2024,2/25/2024,1347.61
6734,5325,DNSCHECK445,3/19/2024,2/27/2024,888.66
6735,7494,DNSCHECK491,12/30/2023,12/7/2023,428.62
6736,8580,DNSCHECK461,11/29/2023,11/3/2023,489.91
6737,4280,DNSCHECK353,4/23/2024,3/26/2024,1514.66
6738,823,DNSCHECK406,12/18/2023,11/18/2023,21.27
6739,2751,DNSCHECK713,2/25/2024,2/5/2024,805.48
6740,2348,DNSCHECK630,3/18/2024,2/23/2024,1442.85
6741,3232,DNSCHECK444,3/4/2024,2/4/2024,135.54
6742,759,DNSCHECK311,5/24/2024,4/24/2024,685.45
6743,2533,DNSCHECK501,3/9/2024,2/15/2024,373.62
6744,6833,DNSCHECK559,6/12/2024,5/16/2024,1026.08
6745,3816,DNSCHECK551,2/27/2024,1/29/2024,987.19
6746,2148,DNSCHECK641,3/8/2024,2/13/2024,357.66
6747,4114,DNSCHECK506,1/12/2024,12/22/2023,707.71
6748,5516,DNSCHECK669,12/25/2023,11/26/2023,90.38
6749,3873,DNSCHECK373,12/30/2023,12/7/2023,490.92
6750,3390,DNSCHECK638,5/29/2024,4/29/2024,40.42
6751,897,DNSCHECK761,4/19/2024,3/23/2024,266.93
6752,4143,DNSCHECK794,6/10/2024,5/11/2024,1310.15
6753,8655,DNSCHECK324,3/10/2024,2/9/2024,895.47
6754,8351,DNSCHECK366,5/18/2024,4/19/2024,172.64
6755,6983,DNSCHECK757,3/12/2024,2/14/2024,484.65
6756,8391,DNSCHECK489,7/25/2024,6/25/2024,360.35
6757,6383,DNSCHECK568,8/5/2024,7/7/2024,336.95
6758,4915,DNSCHECK729,6/2/2024,5/11/2024,383.84
6759,6410,DNSCHECK447,5/26/2024,5/5/2024,1616.98
6760,7536,DNSCHECK529,10/15/2023,9/24/2023,48.68
6761,6877,DNSCHECK394,5/3/2024,4/10/2024,740.49
6762,8024,DNSCHECK657,4/20/2024,3/23/2024,55.74
6763,1422,DNSCHECK540,10/21/2023,9/25/2023,96.88
6764,5778,DNSCHECK791,11/9/2023,10/19/2023,18.18
6765,1341,DNSCHECK626,6/23/2024,5/26/2024,833.23
6766,6948,DNSCHECK336,5/5/2024,4/15/2024,654.62
6767,4376,DNSCHECK455,1/10/2024,12/19/2023,1349.76
6768,7231,DNSCHECK436,11/28/2023,11/4/2023,491.89
6769,4536,DNSCHECK650,3/15/2024,2/18/2024,148.96
6770,8308,DNSCHECK680,9/20/2023,8/23/2023,558.03
6771,1824,DNSCHECK306,1/5/2024,12/15/2023,168.63
6772,1101,DNSCHECK698,2/15/2024,1/18/2024,872.6
6773,9068,DNSCHECK687,5/1/2024,4/9/2024,230.98
6774,7997,DNSCHECK393,3/30/2024,3/2/2024,830.3
6775,2252,DNSCHECK503,11/23/2023,11/1/2023,632.93
6776,963,DNSCHECK375,5/26/2024,4/30/2024,413.47
6777,9260,DNSCHECK706,7/10/2024,6/12/2024,1309.66
6778,4405,DNSCHECK590,2/9/2024,1/20/2024,113.47
6779,9365,DNSCHECK789,4/12/2024,3/14/2024,1509.77
6780,9394,DNSCHECK448,3/20/2024,2/20/2024,655.18
6781,2435,DNSCHECK518,6/29/2024,6/3/2024,540.83
6782,5625,DNSCHECK513,6/9/2024,5/12/2024,676.33
6783,2966,DNSCHECK542,11/15/2023,10/20/2023,42.67
6784,5565,DNSCHECK426,7/5/2024,6/10/2024,312.9
6785,7395,DNSCHECK353,1/16/2024,12/27/2023,1546.93
6786,8797,DNSCHECK326,1/28/2024,1/5/2024,600.25
6787,5704,DNSCHECK755,9/12/2024,8/16/2024,1678.19
6788,993,DNSCHECK637,9/14/2024,8/17/2024,1009.88
6789,4535,DNSCHECK443,1/15/2024,12/22/2023,1443.26
6790,4340,DNSCHECK416,6/6/2024,5/7/2024,20.2
6791,3180,DNSCHECK635,6/7/2024,5/17/2024,375.97
6792,3220,DNSCHECK493,2/13/2024,1/18/2024,328.42
6793,743,DNSCHECK776,3/8/2024,2/17/2024,375.56
6794,5738,DNSCHECK689,3/22/2024,2/27/2024,423.38
6795,4979,DNSCHECK393,3/14/2024,2/19/2024,801.24
6796,9110,DNSCHECK796,8/31/2023,8/9/2023,945.2
6797,2258,DNSCHECK373,1/8/2024,12/14/2023,1343.21
6798,2359,DNSCHECK716,3/30/2025,3/6/2025,69.1
6799,6403,DNSCHECK706,3/29/2024,3/4/2024,132.48
6800,9133,DNSCHECK415,3/8/2024,2/15/2024,641.98
6801,496,DNSCHECK757,11/3/2023,10/13/2023,572.77
6802,3143,DNSCHECK785,3/30/2024,2/29/2024,201.8
6803,5789,DNSCHECK707,4/4/2024,3/9/2024,48.06
6804,7782,DNSCHECK315,4/24/2024,4/1/2024,998.85
6805,5554,DNSCHECK604,1/18/2024,12/21/2023,50.84
6806,445,DNSCHECK437,3/27/2024,3/7/2024,990.26
6807,4688,DNSCHECK421,4/11/2024,3/20/2024,161.61
6808,9678,DNSCHECK652,7/9/2024,6/10/2024,664.41
6809,5750,DNSCHECK537,12/2/2023,11/6/2023,719.43
6810,7905,DNSCHECK691,4/15/2024,3/26/2024,337.75
6811,9676,DNSCHECK647,1/8/2024,12/18/2023,1669.39
6812,3543,DNSCHECK312,7/23/2024,6/23/2024,366.23
6813,8632,DNSCHECK695,1/30/2024,1/1/2024,332.93
6814,2010,DNSCHECK646,5/28/2024,4/28/2024,1558.9
6815,4869,DNSCHECK509,4/19/2024,3/24/2024,1131.63
6816,3148,DNSCHECK479,11/16/2023,10/26/2023,338.06
6817,9595,DNSCHECK307,5/13/2024,4/19/2024,864.34
6818,9513,DNSCHECK390,6/6/2024,5/13/2024,1794.49
6819,5013,DNSCHECK778,1/10/2024,12/14/2023,1545.31
6820,8507,DNSCHECK591,4/23/2024,3/28/2024,1033.66
6821,5775,DNSCHECK390,3/12/2024,2/12/2024,552.47
6822,634,DNSCHECK710,4/27/2024,4/6/2024,718.59
6823,808,DNSCHECK782,11/7/2023,10/17/2023,567.32
6824,1688,DNSCHECK496,9/23/2023,8/26/2023,1156.49
6825,4549,DNSCHECK430,1/19/2024,12/26/2023,410
6826,7140,DNSCHECK793,11/14/2023,10/24/2023,572.18
6827,6415,DNSCHECK471,12/4/2023,11/11/2023,171.84
6828,1157,DNSCHECK661,12/20/2023,11/25/2023,188.57
6829,8807,DNSCHECK401,4/30/2024,4/10/2024,1492.82
6830,6695,DNSCHECK591,2/16/2024,1/18/2024,887.61
6831,189,DNSCHECK711,6/10/2024,5/18/2024,272.11
6832,5200,DNSCHECK394,7/18/2024,6/28/2024,310.59
6833,9320,DNSCHECK626,5/2/2024,4/10/2024,1012.88
6834,5045,DNSCHECK732,6/1/2024,5/11/2024,379.93
6835,1803,DNSCHECK754,10/30/2023,10/10/2023,592.01
6836,8759,DNSCHECK602,1/31/2025,1/6/2025,644.03
6837,2633,DNSCHECK477,2/5/2024,1/8/2024,847.3
6838,2857,DNSCHECK751,5/11/2024,4/20/2024,756.31
6839,3740,DNSCHECK370,6/16/2024,5/21/2024,174.55
6840,122,DNSCHECK761,8/14/2024,7/25/2024,1357.33
6841,7041,DNSCHECK722,10/31/2023,10/8/2023,1470.8
6842,2694,DNSCHECK466,4/18/2024,3/27/2024,260.23
6843,6317,DNSCHECK513,2/29/2024,2/1/2024,507.57
6844,7704,DNSCHECK577,3/27/2024,3/3/2024,312.71
6845,8983,DNSCHECK653,7/11/2024,6/16/2024,923.49
6846,9014,DNSCHECK462,4/15/2024,3/26/2024,490.34
6847,3770,DNSCHECK509,4/21/2024,3/28/2024,927.82
6848,6704,DNSCHECK774,4/3/2024,3/14/2024,790.94
6849,3327,DNSCHECK750,10/1/2024,9/5/2024,874.17
6850,5374,DNSCHECK667,4/25/2024,4/5/2024,152.49
6851,908,DNSCHECK560,5/1/2024,4/5/2024,477.67
6852,7245,DNSCHECK426,4/26/2024,4/3/2024,154.75
6853,73,DNSCHECK483,5/7/2024,4/15/2024,912.07
6854,6905,DNSCHECK636,5/21/2024,4/26/2024,1448.15
6855,6843,DNSCHECK655,4/27/2024,4/2/2024,261.13
6856,5158,DNSCHECK359,5/3/2024,4/3/2024,269.05
6857,9392,DNSCHECK650,4/28/2024,3/29/2024,1084.86
6858,9402,DNSCHECK444,6/18/2024,5/29/2024,473.71
6859,1441,DNSCHECK770,6/16/2024,5/17/2024,1735.82
6860,5456,DNSCHECK400,5/17/2024,4/27/2024,448.47
6861,201,DNSCHECK404,6/1/2024,5/5/2024,301.81
6862,1666,DNSCHECK615,2/2/2025,1/10/2025,512.95
6863,2616,DNSCHECK756,2/6/2024,1/10/2024,1313.35
6864,5355,DNSCHECK744,12/23/2023,12/1/2023,640.5
6865,1585,DNSCHECK361,5/10/2024,4/16/2024,893.07
6866,7214,DNSCHECK728,2/6/2025,1/17/2025,426.65
6867,8559,DNSCHECK564,6/13/2024,5/19/2024,1041.24
6868,6276,DNSCHECK608,11/8/2023,10/10/2023,630.46
6869,2246,DNSCHECK612,5/18/2024,4/20/2024,221.95
6870,1858,DNSCHECK527,7/13/2024,6/20/2024,768.88
6871,8151,DNSCHECK522,2/3/2024,1/5/2024,872.6
6872,1047,DNSCHECK497,8/17/2024,7/21/2024,334.6
6873,1775,DNSCHECK430,12/24/2023,11/30/2023,676.9
6874,4408,DNSCHECK591,11/3/2024,10/5/2024,233.22
6875,8500,DNSCHECK665,12/28/2024,12/4/2024,1786.61
6876,4674,DNSCHECK645,1/11/2025,12/22/2024,438.01
6877,8494,DNSCHECK550,10/20/2024,9/30/2024,661.69
6878,8390,DNSCHECK408,2/9/2025,1/15/2025,233.5
6879,6550,DNSCHECK609,12/28/2024,12/1/2024,136.16
6880,5694,DNSCHECK496,1/9/2025,12/17/2024,493.98
6881,7421,DNSCHECK377,2/18/2025,1/28/2025,166.06
6882,7704,DNSCHECK356,4/9/2024,3/14/2024,651.1
6883,1992,DNSCHECK563,5/21/2024,4/23/2024,371.74
6884,151,DNSCHECK705,3/11/2024,2/19/2024,425.25
6885,8647,DNSCHECK344,5/16/2024,4/20/2024,264.69
6886,4720,DNSCHECK383,11/4/2023,10/5/2023,963.24
6887,9157,DNSCHECK303,2/3/2025,1/12/2025,808.65
6888,6487,DNSCHECK380,2/4/2024,1/7/2024,558.01
6889,996,DNSCHECK475,3/15/2024,2/17/2024,35.79
6890,1651,DNSCHECK506,5/31/2024,5/3/2024,701.5
6891,3826,DNSCHECK444,7/15/2024,6/16/2024,139.57
6892,3005,DNSCHECK555,6/8/2024,5/17/2024,1682.48
6893,1497,DNSCHECK543,4/23/2024,4/2/2024,1538.61
6894,9231,DNSCHECK498,6/30/2024,6/6/2024,359.52
6895,7915,DNSCHECK654,8/16/2024,7/17/2024,1050.95
6896,5165,DNSCHECK600,6/30/2024,6/6/2024,1281.79
6897,3553,DNSCHECK789,3/27/2025,3/1/2025,1353.28
6898,9401,DNSCHECK733,4/11/2024,3/22/2024,292.57
6899,471,DNSCHECK622,7/11/2024,6/14/2024,509.34
6900,4433,DNSCHECK383,4/5/2024,3/12/2024,440.85
6901,3019,DNSCHECK769,3/31/2024,3/8/2024,909.54
6902,5776,DNSCHECK684,11/3/2023,10/4/2023,808.89
6903,2826,DNSCHECK776,12/25/2024,12/4/2024,52.36
6904,3774,DNSCHECK335,12/13/2024,11/17/2024,1453.12
6905,3507,DNSCHECK540,8/27/2024,7/31/2024,47.02
6906,462,DNSCHECK771,1/23/2025,12/28/2024,522.97
6907,4138,DNSCHECK384,5/31/2024,5/9/2024,708.72
6908,2041,DNSCHECK613,3/7/2024,2/9/2024,1155.81
6909,3769,DNSCHECK348,4/15/2024,3/22/2024,52.69
6910,4146,DNSCHECK491,8/4/2024,7/5/2024,864.11
6911,724,DNSCHECK602,6/15/2024,5/26/2024,464.31
6912,2308,DNSCHECK632,8/1/2024,7/9/2024,459.14
6913,9475,DNSCHECK404,5/2/2025,4/6/2025,799.98
6914,7264,DNSCHECK317,7/24/2024,6/27/2024,551.97
6915,9509,DNSCHECK391,5/3/2024,4/7/2024,692.78
6916,8199,DNSCHECK691,8/13/2024,7/17/2024,833.27
6917,1837,DNSCHECK696,6/12/2024,5/23/2024,296.51
6918,8785,DNSCHECK755,7/20/2024,6/25/2024,662.43
6919,9375,DNSCHECK642,7/9/2024,6/12/2024,921.28
6920,1607,DNSCHECK558,4/5/2024,3/16/2024,36.03
6921,2358,DNSCHECK528,5/16/2024,4/24/2024,1432.13
6922,3489,DNSCHECK718,8/30/2024,8/5/2024,44.46
6923,7972,DNSCHECK506,7/13/2024,6/23/2024,338.29
6924,7250,DNSCHECK434,4/5/2024,3/13/2024,1200.79
6925,7018,DNSCHECK367,8/3/2024,7/6/2024,78.67
6926,2037,DNSCHECK357,4/15/2024,3/21/2024,217.54
6927,2869,DNSCHECK471,2/4/2025,1/5/2025,826.11
6928,5037,DNSCHECK580,12/26/2023,12/5/2023,1188.8
6929,1317,DNSCHECK715,5/9/2024,4/11/2024,1391.05
6930,1910,DNSCHECK619,6/16/2024,5/18/2024,999.11
6931,4915,DNSCHECK709,2/3/2024,1/12/2024,1039.94
6932,9550,DNSCHECK596,12/17/2024,11/26/2024,307.07
6933,459,DNSCHECK466,9/2/2024,8/13/2024,41.35
6934,441,DNSCHECK631,2/28/2024,1/29/2024,563.92
6935,718,DNSCHECK799,6/30/2024,6/10/2024,957.04
6936,2495,DNSCHECK403,5/24/2024,4/26/2024,973.06
6937,5353,DNSCHECK428,2/15/2024,1/17/2024,458.27
6938,3249,DNSCHECK460,8/2/2024,7/12/2024,1433.49
6939,7128,DNSCHECK499,6/10/2024,5/11/2024,128.66
6940,122,DNSCHECK590,7/15/2024,6/16/2024,945.52
6941,7988,DNSCHECK416,8/19/2024,7/25/2024,789.99
6942,1784,DNSCHECK353,8/18/2024,7/29/2024,1196.37
6943,7820,DNSCHECK644,6/15/2024,5/17/2024,636.28
6944,6519,DNSCHECK407,1/5/2024,12/6/2023,187.46
6945,7482,DNSCHECK441,3/9/2024,2/15/2024,408.61
6946,4039,DNSCHECK783,2/5/2024,1/12/2024,1191.53
6947,1836,DNSCHECK442,4/11/2025,3/14/2025,494.77
6948,5990,DNSCHECK551,11/17/2024,10/26/2024,588.53
6949,7350,DNSCHECK747,11/30/2024,11/7/2024,846.33
6950,6381,DNSCHECK762,12/20/2024,11/28/2024,448.57
6951,7093,DNSCHECK772,8/8/2024,7/12/2024,803.76
6952,8323,DNSCHECK553,1/28/2024,1/3/2024,409.06
6953,8953,DNSCHECK430,7/6/2024,6/6/2024,833.16
6954,6375,DNSCHECK748,7/19/2024,6/23/2024,423.78
6955,5390,DNSCHECK550,7/30/2024,7/6/2024,569.7
6956,8481,DNSCHECK622,7/7/2024,6/14/2024,802.74
6957,4999,DNSCHECK770,5/20/2024,4/28/2024,884.53
6958,2451,DNSCHECK780,4/18/2024,3/29/2024,1283.13
6959,4792,DNSCHECK326,4/3/2025,3/11/2025,775.82
6960,1063,DNSCHECK725,5/18/2024,4/23/2024,476.6
6961,1632,DNSCHECK787,6/29/2024,6/8/2024,39.51
6962,8745,DNSCHECK674,5/30/2024,5/4/2024,277.65
6963,4034,DNSCHECK520,10/26/2024,9/29/2024,59.28
6964,7282,DNSCHECK768,6/18/2024,5/24/2024,1057.72
6965,3670,DNSCHECK499,8/6/2024,7/12/2024,709.66
6966,245,DNSCHECK357,7/17/2024,6/18/2024,577.76
6967,286,DNSCHECK421,7/17/2024,6/19/2024,1154.79
6968,5381,DNSCHECK495,7/1/2024,6/8/2024,316.15
